OBJECTID,objectid_1,ia_no,subject_id,incident_type,county_location,occurred_date,type_force_used,subject_resistence,officer_condition_injury,subject_sex,subject_race,disposition,status,subject_injury
389,388,RR-0000171,subject_9613140,Use of Force,AA2,20220502,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
390,389,RR-0000174,subject_961406,Use of Force,AB3,20220502,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
391,390,RR-0000175,subject_9613146,Use of Force,AD1,20220504,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
392,391,RR-0000176,subject_9612876,Use of Force,AA2,20220506,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy,Closed,Subject Injured
393,392,RR-0000179,subject_9613147,Use of Force,AC3,20220506,Physical Force-Restraint,Passive Resistance,,Female,White,Within Policy,Closed,Subject Injured-Treated at Hospital
394,393,RR-0000180,subject_9613148,Use of Force,AC3,20220507,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
395,394,RR-0000182,subject_961,Use of Force,AA4,20220511,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy,Closed,
396,395,RR-0000183,subject_9613149,Use of Force,AA4,20220512,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
397,396,RR-0000184,subject_9612745,Use of Force,AA1,20220513,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
398,397,RR-0000185,subject_9613153,Use of Force,AC1,20220514,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
399,398,RR-0000186,subject_961850,Use of Force,AA4,20220515,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
400,399,RR-0000188,subject_9613155,Use of Force,AB4,20220517,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
401,400,RR-0000190,subject_961560,Use of Force,AA2,20220519,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured
402,401,RR-0000191,subject_9613158,Use of Force,AC2,20220520,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,Subject Injured-Treated at Hospital
403,402,RR-0000192,subject_9612770,Use of Force,AA4,20220521,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,Subject Injured
404,403,RR-0000194,subject_96122,Use of Force,AA1,20220521,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,Subject Injured
405,404,RR-0000193,subject_9613162,Use of Force,AB4,20220522,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
406,405,RR-0000196,subject_9611283,Use of Force,AA1,20220523,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
407,406,RR-0000198,subject_9613166,Use of Force,AD1,20220526,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
408,407,RR-0000197,subject_9613118,Use of Force,AA4,20220526,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
409,408,RR-0000199,subject_9612200,Use of Force,AA4,20220527,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
410,409,RR-0000201,subject_9613167,Use of Force,AB1,20220528,Taser Deployment,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
411,410,RR-0000202,subject_9613179,Use of Force,AA4,20220528,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
412,411,RR-0000204,subject_9612017,Use of Force,AB1,20220602,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
413,412,RR-0000208,subject_9613178,Use of Force,AB3,20220603,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
414,413,RR-0000206,subject_9613192,Use of Force,AA1,20220604,Physical Force-Restraint,Passive Resistance,,Female,Other,Within Policy,Closed,
415,414,RR-0000211,subject_9613186,Use of Force,AC1,20220614,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
416,415,RR-0000212,subject_9613187,Use of Force,AC3,20220615,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
417,416,RR-0000215,subject_9613196,Use of Force,AB3,20220617,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
418,417,RR-0000217,subject_9612247,Use of Force,AA1,20220622,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
419,418,RR-0000218,subject_9612752,Use of Force,AC1,20220623,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,Subject Injured
420,419,RR-0000219,subject_9613200,Use of Force,AC1,20220623,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
421,420,RR-0000220,subject_9612966,Use of Force,AA4,20220625,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
422,421,RR-0000221,subject_9611974,Use of Force,AA4,20220625,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
423,422,RR-0000222,subject_9613204,Use of Force,AA4,20220626,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
424,423,RR-0000223,subject_9613205,Use of Force,AA1,20220627,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
425,424,RR-0000224,subject_9613207,Use of Force,AD3,20220628,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,Subject Injured-Treated at Hospital
426,425,RR-0000225,subject_9613206,Use of Force,AA1,20220628,Other,Passive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
427,426,RR-0000226,subject_9613209,Use of Force,AB3,20220629,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
428,427,RR-0000227,subject_9613210,Use of Force,AB4,20220630,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
429,428,RR-0000228,subject_9613211,Use of Force,AC3,20220630,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
430,429,RR-0000247,subject_961233212,Use of Force,AA1,20220701,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
431,430,RR-0000230,subject_961233213,Use of Force,AA4,20220702,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
432,431,RR-0000231,subject_961233214,Use of Force,AC1,20220704,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy ,Closed,Subject Injured
433,432,RR-0000232,subject_961233215,Use of Force,AC1,20220704,Physical Force-Restraint,Aggressive Resistance,Officer Injured,Male,White,Within Policy ,Closed,
434,433,RR-0000242,subject_961233231,Use of Force,AA4,20220706,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
435,434,RR-0000234,subject_961233216,Use of Force,AA1,20220707,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,
436,435,RR-0000233,subject_961233216,Use of Force,AA1,20220707,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,
437,436,RR-0000235,subject_961233217,Use of Force,AB1,20220708,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
438,437,RR-0000236,subject_961233219,Use of Force,AB4,20220709,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
439,438,RR-0000237,subject_961233223,Use of Force,AD1,20220711,Physical Force-Restraint,Other,,Female,Black,Within Policy ,Closed,
440,439,RR-0000266,subject_961233223,Use of Force,AD1,20220711,Physical Force-Restraint,Passive Resistance,,Female,Black,Within Policy ,Closed,Subject Injured
441,440,RR-0000239,subject_961232801,Use of Force,AC1,20220713,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy ,Closed,
442,441,RR-0000241,subject_961233229,Use of Force,AD3,20220714,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy ,Closed,
443,442,RR-0000240,subject_961233225,Use of Force,AB4,20220716,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
444,443,RR-0000244,subject_961233233,Use of Force,AB4,20220718,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
445,444,RR-0000269,subject_961233272,Use of Force,AA3,20220802,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy ,Closed,Subject Injured
446,445,RR-0000270,subject_961233274,Use of Force,AD4,20220802,Physical Force-Restraint,Passive Resistance,,Female,White,Within Policy ,Closed,
447,446,RR-0000273,subject_961233285,Use of Force,AB1,20220806,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
448,447,RR-0000127,subject_9613077,Use of Force,AB4,20220830,Physical Force,Active Resistance,,Male,Black,Within Policy,Closed,
449,448,RR-0000302,subject_961233320,Use of Force,AC2,20220902,Taser Deployment,Aggressive Resistance,,Male,White,Within Policy,Closed,
450,449,RR-0000303,subject_961233081,Use of Force,AA4,20220902,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,Subject Injured
451,450,RR-0000304,subject_961233212,Use of Force,AD1,20220903,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
452,451,RR-0000305,subject_961233319,Use of Force,AA2,20220903,Taser Deployment,Aggressive Resistance,,Male,White,Within Policy,Closed,Subject Injured
453,452,RR-0000306,subject_961233246,Use of Force,AC1,20220906,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
454,453,RR-0000307,subject_961233321,Use of Force,AC1,20220906,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
455,454,RR-0000309,subject_961232654,Use of Force,AC1,20220908,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
456,455,RR-0000311,subject_961233325,Use of Force,AA2,20220909,Taser Deployment,Aggressive Resistance,,Male,White,Not Within Policy,Closed,Subject Injured-Treated at Hospital
457,456,RR-0000310,subject_961231083,Use of Force,AC1,20220909,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
458,457,RR-0000312,subject_961233326,Use of Force,AC1,20220909,Physical Force-Restraint,Other,,Male,Black,Within Policy,Closed,
459,458,RR-0000327,subject_961129158,Use of Force,AB2,20220930,Physical Force-Restraint,Assaultive Resistance,,Female,White,Within Policy,Closed,
460,459,RR-0000069,subject_9612989,Use of Force,AD1,1052022,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy,Completed,
461,460,RR-0000245,subject_961233238,Use of Force,AC1,20220719,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
462,461,RR-0000246,subject_961233239,Use of Force,AB1,20220720,Physical Force-Restraint,Active Resistance,,Male,Other,Within Policy ,Closed,
463,462,RR-0000248,subject_961233240,Use of Force,AA4,20220720,Physical Force-Restraint,Assaultive Resistance,,Male,Black,Within Policy ,Closed,
464,463,RR-0000249,subject_961233242,Use of Force,AC4,20220721,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
465,464,RR-0000253,subject_961233079,Use of Force,AB4,20220722,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy ,Closed,
466,465,RR-0000254,subject_961233246,Use of Force,AC1,20220723,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy ,Closed,Subject Injured
467,466,RR-0000255,subject_961233233,Use of Force,AA2,20220723,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
468,467,RR-0000256,subject_961233248,Use of Force,AB4,20220723,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
469,468,RR-0000257,subject_961233249,Use of Force,AB4,20220724,Physical Force,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured
470,469,RR-0000258,subject_961231925,Use of Force,AC1,20220724,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
471,470,RR-0000261,subject_961233256,Use of Force,AB2,20220725,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
472,471,RR-0000259,subject_961233251,Use of Force,AB3,20220725,Physical Force-Restraint,Aggressive Resistance,,Female,Other,Within Policy ,Closed,Subject Injured-Treated at Hospital
473,472,RR-0000260,subject_961232419,Use of Force,AC1,20220725,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
474,473,RR-0000263,subject_961233260,Use of Force,AB3,20220728,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy ,Closed,
475,474,RR-0000264,subject_961233271,Use of Force,AB1,20220728,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,
476,475,RR-0000267,subject_961232808,Use of Force,AD1,20220731,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
477,476,RR-0000268,subject_961233265,Use of Force,AB1,20220731,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
478,477,RR-0000274,subject_961233278,Use of Force,AA4,20220811,Taser Deployment,Passive Resistance,,Male,White,Within Policy ,Closed,Subject Injured
479,478,RR-0000275,subject_961233286,Use of Force,AD3,20220812,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
480,479,RR-0000276,subject_961233288,Use of Force,AA1,20220813,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
481,480,RR-0000277,subject_961233289,Use of Force,AD1,20220814,Physical Force-Restraint,Other,,Male,Black,Within Policy ,Closed,
482,481,RR-0000279,subject_961233290,Use of Force,AD1,20220814,Physical Force-Restraint,Assaultive Resistance,Officer Injured,Female,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
483,482,RR-0000280,subject_961233295,Use of Force,AA1,20220815,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
484,483,RR-0000281,subject_961233296,Use of Force,AB2,20220815,Physical Force-Restraint,Other,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
485,484,RR-0000282,subject_961233297,Use of Force,AB3,20220817,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy ,Closed,
486,485,RR-0000283,subject_961233298,Use of Force,AB1,20220817,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured
487,486,RR-0000284,subject_961233299,Use of Force,AB4,20220818,Taser Deployment,Passive Resistance,,Male,White,Within Policy ,Closed,Subject Injured
488,487,RR-0000285,subject_961233309,Use of Force,AD2,20220819,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy ,Closed,
489,488,RR-0000286,subject_961233300,Use of Force,AA4,20220819,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy ,Closed,
490,489,RR-0000287,subject_961233301,Use of Force,AA1,20220821,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured
491,490,RR-0000288,subject_961233302,Use of Force,AA2,20220822,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy ,Closed,
492,491,RR-0000290,subject_961233303,Use of Force,AB3,20220823,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
493,492,RR-0000291,subject_961233306,Use of Force,AA4,20220823,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
494,493,RR-0000293,subject_961233310,Use of Force,AA2,20220824,Physical Force-Restraint,Other,,Female,White,Within Policy ,Closed,Show of Force
495,494,RR-0000294,subject_961233307,Use of Force,AA2,20220824,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,Show of Force
496,495,RR-0000295,subject_961232200,Use of Force,AA1,20220826,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
497,496,RR-0000296,subject_96123695269,Use of Force,AC3,20220826,Physical Force-Restraint,Active Resistance,,Male,Black,,,
498,497,RR-0000298,subject_961233314,Use of Force,AA1,20220829,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
499,498,RR-0000127,subject_961233077,Use of Force,AB4,20220830,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
500,499,RR-0000299,subject_961232099,Use of Force,AD1,20220830,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
501,500,RR-0000301,subject_961233318,Use of Force,AC2,20220831,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
502,501,RR-0000313,subject_961233327,Use of Force,AA4,20220910,Taser Deployment,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured
503,502,RR-0000314,subject_961233329,Use of Force,AB3,20220914,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,
504,503,RR-0000316,subject_961233331,Use of Force,AC1,20220914,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
505,504,RR-0000317,subject_961233332,Use of Force,AA4,20220915,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
506,505,RR-0000318,subject_961231960,Use of Force,AC1,20220918,Physical Force-Restraint,Assaultive Resistance,,Male,Black,Within Policy,Closed,
507,506,RR-0000319,subject_961233334,Use of Force,AC1,20220918,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
508,507,RR-0000320,subject_961233336,Use of Force,AB4,20220920,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
509,508,RR-0000323,subject_96123933,Use of Force,AA4,20220925,Physical Force-Restraint,Assaultive Resistance,,Male,White,Within Policy,Closed,
510,509,RR-0000324,subject_961233343,Use of Force,AB4,20220925,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
511,510,RR-0000325,subject_961233345,Use of Force,AC3,20220928,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,Subject Injured-Treated at Hospital
512,511,RR-0000326,subject_961233346,Use of Force,AB4,20220929,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
513,512,RR-0000328,subject_961132946,Use of Force,AC1,20221001,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
514,513,RR-0000329,subject_961135315,Use of Force,AC1,20221001,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
515,514,RR-0000330,subject_961192660,Use of Force,AC1,20221001,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
516,515,RR-0000334,subject_961745873,Use of Force,AD1,20221008,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,
517,516,RR-0000337,subject_961957438,Use of Force,AC1,20221010,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
518,517,RR-0000338,subject_961104614,Use of Force,AC2,20221010,Physical Force-Restraint,Active Resistance,Officer Injured,Female,Black,Within Policy ,Closed,Subject Injured
519,518,RR-0000339,subject_961122348,Use of Force,AD1,20221010,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy ,Closed,
520,519,RR-0000343,subject_961830162,Use of Force,AC1,20221021,Physical Force-Restraint,Passive Resistance,,Female,Black,Within Policy ,Closed,Subject Injured
521,520,RR-0000344,subject_961908094,Use of Force,AC1,20221022,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy ,Closed,Subject Injured
522,521,RR-0000346,subject_96117091,Use of Force,AB3,20221027,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy ,Closed,
523,522,RR-0000347,subject_961161635,Use of Force,AD3,20221027,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
524,523,RR-0000349,subject_961177296,Use of Force,AB4,20221028,Taser Deployment,Active Resistance,,Male,Black,Within Policy ,Closed,
525,524,RR-0000350,subject_961486016,Use of Force,AA1,20221029,Physical Force-Restraint,Passive Resistance,,Female,White,Within Policy ,Closed,
526,525,RR-0000351,subject_961893441,Use of Force,AB1,20221101,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy ,Closed,
527,526,RR-0000353,subject_961188222,Use of Force,AA4,20221101,Taser Deployment,Aggressive Resistance,,Male,White,Within Policy ,Closed,
528,527,RR-0000354,subject_961429458,Use of Force,AA4,20221102,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
529,528,RR-0000355,subject_961771192,Use of Force,AD4,20221103,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
530,529,RR-0000356,subject_961148345,Use of Force,AB1,20221105,Physical Force-Restraint,Active Resistance,Officer Injured-Treated at Hospital,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
531,530,RR-0000358,subject_961268707,Use of Force,AB1,20221106,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
532,531,RR-0000359,subject_961300255,Use of Force,AA3,20221107,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
533,532,RR-0000360,subject_961675640,Use of Force,AB2,20221108,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
534,533,RR-0000363,subject_961486618,Use of Force,AB1,20221111,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
535,534,RR-0000364,subject_961671144,Use of Force,AB4,20221116,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy ,Closed,
536,535,RR-0000365,subject_96131151,Use of Force,AB4,20221117,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
537,536,RR-0000366,subject_961944783,Use of Force,AB3,20221122,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy ,Closed,
538,537,RR-0000367,subject_961939,Use of Force,AB1,20221122,Physical Force-Restraint,Assaultive Resistance,,Female,White,Within Policy ,Closed,
539,538,RR-0000370,subject_961720350,Use of Force,AB3,20221128,Physical Force-Restraint,Other,,Female,White,Within Policy ,Closed,Subject Injured-Treated at Hospital
540,539,RR-0000372,subject_96139518,Use of Force,AC2,20221202,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
541,540,RR-0000373,subject_961242505,Use of Force,AD2,20221203,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
542,541,RR-0000374,subject_961413766,Use of Force,AC1,20221204,Physical Force-Restraint,Aggressive Resistance,,Female,Black,Within Policy ,Closed,
543,542,RR-0000375,subject_96127056,Use of Force,AB1,20221206,Physical Force-Restraint,Aggressive Resistance,Officer Injured,Male,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
544,543,RR-0000376,subject_96144625,Use of Force,AC2,20221206,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
545,544,RR-0000377,subject_96192764,Use of Force,AC1,20221207,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
546,545,RR-0000333,subject_961832923,Use of Force,AC1,20221208,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
547,546,RR-0000378,subject_961600399,Use of Force,AB4,20221208,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
548,547,RR-0000379,subject_961746140,Use of Force,AC1,20221209,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
549,548,RR-0000380,subject_961917573,Use of Force,AB4,20221210,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
550,549,RR-0000381,subject_96154855,Use of Force,AD4,20221212,Physical Force-Restraint,Active Resistance,,Male,Other,Within Policy ,Closed,
551,550,RR-0000382,subject_961284087,Use of Force,AB3,20221212,Physical Force-Restraint,Aggressive Resistance,,Male,Black,Within Policy ,Closed,
552,551,RR-0000385,subject_961402039,Use of Force,AA1,20221216,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
553,552,RR-0000386,subject_961499238,Use of Force,AB3,20221217,Physical Force-Restraint,Active Resistance,,Female,American Indian,Within Policy ,Closed,
554,553,RR-0000387,subject_961869690,Use of Force,AC1,20221219,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy ,Closed,
555,554,RR-0000388,subject_96194321,Use of Force,AB2,20221220,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
556,555,RR-0000389,subject_961591750,Use of Force,AB4,20221223,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,Subject Injured-Treated at Hospital
557,556,RR-0000390,subject_961690633,Use of Force,AB3,20221223,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy ,Closed,
558,557,RR-0000391,subject_961702311,Use of Force,AD3,20221223,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
559,558,RR-0000392,subject_961721601,Use of Force,AA4,20221224,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy ,Closed,
560,559,RR-0000394,subject_961152859,Use of Force,AC1,20221228,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
561,560,RR-0000395,subject_961309287,Use of Force,AB3,20221228,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy ,Closed,
562,561,RR-0000396,subject_961331829,Use of Force,AB3,20221229,Physical Force-Restraint,Aggressive Resistance,,Male,White,Within Policy,Closed,Subject Injured-Treated at Hospital
563,562,RR-0000478,subject_96144296,Use of Force,AD3,20230331,Taser Deployment,Active Resistance,,Male,White,Pending,Pending,Subject Injured
564,563,RR-0000476,subject_961926485,Use of Force,AC1,20230331,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
565,564,RR-0000474,subject_961414008,Use of Force,AC3,20230329,Physical Force-Restraint,Other,,Male,White,Within Policy,Closed,
566,565,RR-0000471,subject_961926071,Use of Force,AD1,20230328,Physical Force-Restraint,Assaultive Resistance,,Female,White,Within Policy,Closed,
567,566,RR-0000473,subject_961138817,Use of Force,AB1,20230328,Physical Force-Restraint,Passive Resistance,,Male,Black,Within Policy,Closed,
568,567,RR-0000470,subject_961923265,Use of Force,AA1,20230328,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
569,568,RR-0000469,subject_961910476,Use of Force,AA4,20230327,Physical Force-Restraint,Active Resistance,,Female,Black,Within Policy,Closed,
570,569,RR-0000466,subject_961897713,Use of Force,AB1,20230322,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
571,570,RR-0000465,subject_961500518,Use of Force,AC1,20230321,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
572,571,RR-0000463,subject_961959718,Use of Force,AA4,20230319,Physical Force-Restraint,Active Resistance,,Female,White,Within Policy,Closed,
573,572,RR-0000462,subject_961905074,Use of Force,AA2,20230318,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,Subject Injured
574,573,RR-0000464,subject_961980306,Use of Force,AA2,20230318,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,Subject Injured
575,574,RR-0000461,subject_961898380,Use of Force,AB2,20230318,Physical Force-Restraint,Aggressive Resistance,,Female,White,Within Policy,Closed,
576,575,RR-0000460,subject_961811055,Use of Force,AC2,20230317,Physical Force-Restraint,Passive Resistance,,Male,White,Within Policy,Closed,
577,576,RR-0000459,subject_961781803,Use of Force,AA4,20230317,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy,Closed,
578,577,RR-0000458,subject_961269537,Use of Force,AA1,20230315,Physical Force-Restraint,Active Resistance,,Male,Black,Within Policy,Closed,
579,578,RR-0000457,subject_961678706,Use of Force,AA1,20230313,Physical Force-Restraint,Passive Resistance,,Male,Black,,,
580,579,RR-0000456,subject_961346376,Use of Force,AC2,20230311,Physical Force-Restraint,Active Resistance,,Male,White,Within Policy ,Closed,
581,580,RR-0000454,subject_961726789,Use of Force,AC3,20230308,Taser Deployment,Aggressive Resistance,,Male,Black,Within Policy ,Closed,Subject Injured-Treated at Hospital
