Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
28007,10/25/2020,21,23518,Accident Investigation,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 30)","(White, Male, 23, 1); (White, Female, 25, 1); (Asian, Male, 30, 6)"
28009,10/25/2020,19,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Hispanic, Male, 21)","(White, Male, 27, 4); (Black, Male, 35, 8); (Unknown, Female, 29, 3)"
28031,04/13/2020,,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Substantiated)",,"(White, Male, 28, 5)"
28039,10/29/2020,2,23503,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Female, 28)","(White, Male, 40, 5); (White, Male, 53, 25)"
28048,03/19/2019,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated)",,"(White, Male, 52, 18); (White, Male, 33, 7)"
28051,10/22/2020,19,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Policy Violation: General Order - Operational, Exonerated)",,"(Black, Male, 34, 12)"
28062,10/31/2020,1,23503,Suspicious Situation,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 20)","(White, Male, 28, 4)"
28077,11/04/2020,18,23503,Violent Felony,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 20)","(White, Male, 31, 6)"
28078,11/03/2020,14,23505,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: General Order - Operational, Substantiated)",,"(Black, Male, 45, 12); (Black, Male, 35, 8)"
28087,07/05/2020,2,23503,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 32)","(White, Male, 26, 2); (White, Male, 23, 1); (White, Male, 27, 1); (White, Male, 53, 25); (White, Male, 41, 18); (Asian, Male, 51, 11)"
28091,11/08/2020,18,23503,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., TARP, Baton/Impact Weapon",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 49)","(White, Male, 25, 1); (White, Male, 24, 1); (White, Female, 29, 5)"
28104,11/09/2020,22,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,Other Injury/Condition,No,No,,"(White, Male, 50)","(White, Male, 24, 1); (White, Male, 29, 5)"
28110,11/10/2020,14,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(White, Female, 29, 2)"
28131,11/11/2020,15,23517,Service Call,Use of force,"Empty/Soft Hand Control, Other",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 45)","(Black, Male, 35, 8); (Unknown, Male, 31, 0)"
28134,11/05/2020,23,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 39, 14)"
28140,11/11/2020,13,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 27)","(Black, Male, 43, 14); (Black, Male, 46, 24); (Asian, Male, 47, 12)"
28142,11/14/2020,1,23504,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 45)","(Unknown, Unknown, , 1)"
28148,11/14/2020,4,23523,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 64, 7); (White, Male, 37, 10); (White, Male, 24, 1); (White, Male, 29, 5); (Black, Male, 30, 2)"
28155,11/15/2020,2,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Female, 26)","(Black, Male, 30, 2); (Black, Male, 55, 10)"
28156,11/15/2020,3,23502,Officer Initiated Event,Use of force,"Hard Hand Control Tact., OC Spray",Yes,No,No,No,,No,No,,"(Black, Male, 33)","(White, Male, 38, 7); (Black, Male, 45, 10); (Black, Male, 46, 24)"
28167,11/15/2020,3,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Excessive Force, Unfounded); (Excessive Force, Exonerated); (Excessive Force, Exonerated)",,"(White, Male, 40, 9); (Black, Male, 46, 24); (Black, Male, 45, 10)"
28171,11/17/2020,0,23502,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 37)","(White, Male, 27, 4); (White, Male, 28, 5); (White, Male, 51, 10); (White, Male, 50, 18); (White, Male, 49, 20); (White, Female, 42, 17); (Unknown, Male, 53, 15); (Unknown, Male, , 0)"
28174,11/16/2020,16,23510,Service Call,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 43)","(White, Male, 36, 11); (White, Male, 36, 11)"
28206,11/21/2020,18,23504,Service Call,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 45, 12)"
28207,11/21/2020,11,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Female, 45)","(White, Male, 26, 4); (White, Female, 26, 0)"
28208,11/22/2020,15,23505,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 26, 4); (Unknown, Unknown, , 5)"
28210,11/17/2020,0,23518,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 29)","(Black, Male, 31, 5); (Black, Male, 22, 1); (Unknown, Male, 44, 4)"
28212,11/23/2020,10,23510,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 34)","(White, Male, 31, 6); (White, Male, 29, 3)"
28222,10/16/2020,21,23503,Trespassing,Use of force,Hard Hand Control Tact.,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(White, Male, 36)","(White, Female, 44, 2); (White, Female, 29, 2); (Black, Male, 34, 12)"
28232,11/10/2020,4,23513,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 37)","(White, Male, 27, 1); (White, Male, 41, 1)"
28238,11/25/2020,11,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated)",,"(White, Male, 27, 4); (White, Male, 26, 4)"
28242,11/26/2020,17,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(White, Male, 17)","(White, Male, 26, 2); (White, Female, 30, 8)"
28247,11/26/2020,23,23518,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Female, 21)","(White, Male, 24, 2); (White, Male, 25, 1); (White, Male, 49, 27); (Black, Male, 22, 1)"
28269,11/30/2020,13,,Suicide Attempt,Use of force,"Empty/Soft Hand Control, TARP",No,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 42, 7); (White, Female, 58, 22)"
28285,12/01/2020,12,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 27)","(White, Male, 30, 3); (White, Male, 27, 4); (Black, Male, 57, 30)"
28286,12/01/2020,17,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 38)","(Black, Male, 57, 30); (Black, Male, 26, 4)"
28290,12/03/2020,14,23518,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 34)","(White, Male, 43, 21); (Black, Male, 26, 3)"
28298,09/26/2019,19,,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Unsubstantiated); (Biased Based Policing, Unfounded); (Civil Rights Violation, Unfounded); (Biased Based Policing, Unfounded); (Civil Rights Violation, Unfounded); (Policy Violation: General Order - Operational, Substantiated); (Failure to Tag BWC, Substantiated); (Failure to Tag BWC, Substantiated); (Failure to Tag BWC, Substantiated); (Failure to Activate BWC, Substantiated)",,"(White, Male, 36, 13); (White, Male, 38, 10); (White, Male, 48, 24); (White, Male, 52, 22); (Black, Male, 46, 15); (Black, Male, 59, 22); (Black, Male, 35, 10)"
28309,12/04/2020,17,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated)",,"(White, Male, 45, 12); (Black, Female, 29, 4)"
28317,12/07/2020,12,23517,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 41)","(White, Male, 25, 1); (White, Male, 23, 1)"
28318,12/07/2020,21,23507,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 30, 1); (White, Male, 26, 4)"
28325,12/08/2020,15,23518,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 19)","(White, Male, 42, 1); (White, Male, 45, 17); (White, Female, 22, 1)"
28331,12/10/2020,4,23503,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 48)","(White, Male, 23, 1)"
28341,12/09/2020,14,23508,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Female, 31, 8)"
28347,12/11/2020,2,23504,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 43)","(White, Male, 36, 11); (White, Male, 36, 11)"
28349,12/11/2020,11,23505,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Memos, Exonerated); (Policy Violation: Memos, Unsubstantiated)",,"(White, Male, 35, 7); (Unknown, Unknown, , ); (Asian, Male, 47, 12)"
28356,12/08/2020,21,23502,Service Call,Use of force,"Hard Hand Control Tact., OC Spray",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 31)","(White, Male, 35, 7); (White, Female, 24, 0); (Black, Male, 40, 3); (Black, Male, 26, 3); (Unknown, Unknown, 26, 1)"
28360,12/12/2020,21,23502,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 70)","(White, Male, 46, 16)"
28363,12/11/2020,14,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(White, Male, 39, 7); (White, Male, 45, 12); (White, Male, 49, 16); (White, Male, 41, 13); (Black, Male, 26, 3); (Unknown, Unknown, , 1)"
28371,12/15/2020,15,23518,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 29)","(White, Male, 27, 3); (White, Male, 30, 4); (White, Male, 35, 7); (White, Male, 36, 13); (White, Male, 40, 16); (Black, Male, 46, 12); (Black, Male, 26, 3); (Unknown, Male, 40, 7)"
28379,12/16/2020,8,23504,Domestic Disturbance,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 24, 1); (White, Male, 39, 4); (White, Male, 39, 11); (White, Male, 45, 12); (White, Female, 24, ); (Black, Male, 46, 24)"
28380,12/16/2020,14,23504,Domestic Disturbance,Use of force,Empty/Soft Hand Control,No,Yes,Yes,No,Other Injury/Condition,Yes,Yes,,"(Black, Male, 11)","(Black, Male, 53, 15); (Black, Male, 55, 10)"
28388,12/08/2020,14,23502,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 42, 8); (White, Female, 30, 5)"
28392,12/18/2020,12,23503,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,Yes,No,No,,No,No,,"(White, Male, 47)","(White, Male, 21, 1); (White, Male, 48, 18)"
28395,12/18/2020,23,23517,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 52)","(White, Male, 27, 4); (Unknown, Male, 30, 0)"
28401,12/19/2020,8,23509,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 34)","(White, Male, 32, 5); (White, Male, 53, 14); (Unknown, Unknown, , 1); (Unknown, Unknown, , 6); (Asian, Male, 42, 16)"
28406,12/20/2020,11,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 14)","(White, Male, 30, 3); (White, Male, 27, 4)"
28413,12/21/2020,17,23518,Non-Violent Felony,Use of force,"Empty/Soft Hand Control, Baton/Impact Weapon",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 40)","(White, Male, 45, 17); (Black, Male, 27, 0)"
28415,12/22/2020,2,23703,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,Other Injury/Condition,No,No,,"(Black, Male, 33)","(White, Male, 26, 0); (White, Male, 44, 13); (White, Male, 53, 20); (Black, Male, 30, 3); (Black, Male, 26, 3)"
28416,12/22/2020,8,23502,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 33)","(White, Male, 37, 5); (White, Male, 53, 15); (White, Male, 39, 16); (White, Male, 49, 20); (Black, Male, 55, 10)"
28420,12/12/2020,19,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated)",,"(White, Male, 25, 2); (White, Male, 32, 1); (White, Male, 28, 4); (White, Male, 35, 9); (White, Male, 34, 10); (White, Male, 53, 15); (White, Female, 35, 9); (White, Female, 40, 12); (Black, Female, 64, 14); (Black, Male, 57, 21); (Asian, Male, 30, 3)"
28421,12/12/2020,11,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Exonerated); (Policy Violation: Police Officer's Manual, Exonerated); (Policy Violation: Police Officer's Manual, Exonerated)",,"(White, Male, 24, 2); (Black, Male, 49, 15); (Unknown, Unknown, 26, 1)"
28433,12/24/2020,20,23502,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,No,No,,No,No,,"(Black, Female, 32)","(White, Male, 26, 4); (White, Female, 26, 0); (Unknown, Unknown, , 5)"
28439,12/26/2020,16,23523,Traffic Stop,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 20)","(White, Male, 27, 3); (White, Male, 25, 3)"
28443,12/27/2020,19,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 25)","(White, Male, 30, 1); (White, Male, 27, 1); (White, Male, 26, 3); (White, Male, 34, 12)"
28445,12/23/2020,4,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(Black, Male, 56, 20)"
28447,09/29/2020,16,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Operational, Substantiated); (Failure to Tag BWC, Substantiated); (Failure to Activate BWC, Substantiated)",,"(Unknown, Unknown, 26, 1)"
28448,12/14/2020,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(White, Male, 32, 8)"
28467,12/31/2020,1,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Female, 30)","(White, Male, 35, 10); (White, Male, 39, 4)"
28482,12/31/2020,22,23509,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 52)","(White, Male, 25, 1); (Asian, Male, 24, 3)"
28485,01/01/2021,18,23523,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 54)","(White, Male, 76, 3); (Black, Male, 55, 15)"
28487,01/02/2021,20,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 24)","(White, Male, 32, 4); (White, Female, 35, 1); (Asian, Male, 29, 8)"
28488,01/03/2021,12,23513,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 33)","(White, Male, 28, 3); (Unknown, Unknown, , 1); (Asian, Female, 24, 2)"
28502,06/09/2020,15,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Unfounded)",,"(White, Male, 44, 18); (Black, Male, 45, 13)"
28538,01/06/2021,13,23504,Violent Felony,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 47, 24); (White, Male, 29, 7); (Unknown, Unknown, , 5); (Unknown, Male, 29, 6)"
28545,01/07/2021,12,23518,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 34)","(White, Male, 47, 15); (White, Female, 25, 1)"
28554,01/05/2021,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated)",,"(White, Male, 44, 13); (White, Male, 45, 12)"
28556,01/08/2021,14,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 27)","(White, Male, 24, 2)"
28558,01/08/2021,14,23508,Suspicious Situation,Use of force,"Empty/Soft Hand Control, ECW",Yes,No,No,No,,No,No,,"(Black, Male, 44)","(White, Male, 30, 3); (White, Male, 30, 3); (Asian, Male, 47, 12)"
28562,01/09/2021,19,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,Yes,,"(Black, Female, 23)","(White, Male, 42, 13); (White, Male, 49, 16); (Black, Male, 60, 20)"
28565,01/10/2021,19,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 39, 5)"
28575,01/12/2021,23,23504,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 39)","(White, Male, 23, 1); (White, Male, 27, 4)"
28578,01/13/2021,9,,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Police Officer's Manual, Substantiated)",,"(White, Female, 43, 15)"
28590,01/14/2021,12,23509,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 38)","(White, Male, 30, 8); (White, Male, 42, 14)"
28599,01/15/2021,7,23503,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, 40)","(White, Male, 27, 1); (White, Male, 31, 3); (White, Male, 40, 5)"
28606,01/17/2021,12,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Female, 34)","(White, Male, 29, 1); (White, Male, 44, 7); (White, Female, 24, 2)"
28639,01/20/2021,14,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 30, 7)"
28648,12/24/2020,9,23502,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 18)","(Black, Male, 31, 6); (Black, Male, 27, 3)"
28649,01/21/2021,22,23503,Trespassing,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 39)","(White, Male, 21, 1); (White, Male, 32, 8)"
28655,01/20/2021,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Exonerated); (Policy Violation: General Order - Operational, Substantiated)",,"(White, Male, 30, 7)"
28670,01/23/2021,22,23518,Assault/Disorderly Subj,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 24)","(White, Male, 27, 1); (White, Male, 41, 4); (White, Male, 35, 11); (Black, Male, 33, 8)"
28671,01/23/2021,22,23509,Psychiatric,Use of force,Hard Hand Control Tact.,No,No,No,No,,No,No,,"(Black, Female, 26)","(White, Male, 45, 12); (Black, Male, 54, 23); (Black, Male, 53, 23)"
28672,01/24/2021,0,23518,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 41)","(White, Male, 30, 4); (White, Male, 31, 7)"
28686,01/25/2021,20,23503,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 23)","(White, Male, 23, 2); (White, Male, 27, 2); (White, Female, 25, 1)"
28718,01/26/2021,15,23504,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Female, 21)","(White, Female, 25, 0)"
28719,12/30/2020,1,23502,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 24, 2); (White, Male, 46, 11); (White, Male, 39, 18); (White, Female, 24, 2); (Black, Male, 40, 14)"
28720,01/30/2021,12,23510,Non-Violent Felony,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 27, 4); (White, Male, 36, 13); (White, Male, 40, 15); (White, Female, 25, 0)"
28721,01/30/2021,21,23523,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 40)","(Black, Male, 30, 3); (Black, Male, 28, 1)"
28732,01/31/2021,16,23504,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 27, 4); (Black, Male, 27, 3)"
28733,01/17/2021,16,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 32)","(White, Male, 73, 1); (Unknown, Unknown, , 6); (Asian, Female, 24, 2)"
28738,02/01/2021,4,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 25)","(White, Male, 29, 2)"
28745,02/01/2021,19,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 68)","(White, Male, 27, 1); (White, Male, 30, 1); (White, Male, 39, 14); (White, Male, 40, 18)"
28751,02/02/2021,9,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, 47)","(White, Male, 41, 16); (Black, Male, 27, 0)"
28755,02/02/2021,12,23324,Narcotics,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,Yes,Yes,,"(Black, Male, 44)","(White, Male, 46, 8); (White, Male, 34, 8)"
28764,01/06/2021,,,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 62, 25)"
28765,02/01/2021,21,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated)",,"(White, Female, 59, 17)"
28778,02/05/2021,1,23518,Other,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 30)","(White, Male, 27, 1); (White, Male, 24, 3); (White, Male, 41, 4); (White, Male, 48, 13); (White, Male, 43, 13); (White, Male, 46, 16); (Black, Male, 40, 2)"
28794,02/07/2021,17,23523,Suspicious Situation,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,Yes,Yes,,"(White, Male, 42)","(White, Male, 39, 5); (White, Male, 35, 11); (Black, Male, 25, 1); (Unknown, Male, 40, 10)"
28795,02/07/2021,18,23523,Prisoner Transport,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,No,No,,No,Yes,,"(White, Male, 42)","(White, Male, 35, 11); (White, Male, 39, 5); (White, Female, 35, 9); (Black, Male, 25, 1); (Unknown, Male, 40, 10)"
28800,02/08/2021,16,23502,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, 45)","(White, Male, 36, 13); (White, Male, 45, 12); (White, Male, 41, 19); (White, Male, 32, 5)"
28809,02/09/2021,19,23508,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Female, 19)","(White, Male, 27, 4); (Unknown, Male, 31, 0)"
28812,02/10/2021,12,23508,Narcotics,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(White, Male, 31)","(White, Male, 34, 5); (Black, Female, 38, 16)"
28816,02/10/2021,18,23513,Officer Initiated Event,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, 56)","(White, Male, 29, 3); (White, Male, 31, 6)"
28829,10/15/2020,,,,Citizen Complaint,,No,No,No,No,,No,No,"(False Statements, Unsubstantiated); (False Statements, Unsubstantiated)",,"(Asian, Male, 39, 12)"
28836,02/13/2021,9,23505,Pursuit,Use of force,Hard Hand Control Tact.,No,No,No,No,Other Injury/Condition,No,No,,"(White, Male, 20)","(White, Male, 53, 14); (White, Male, 31, 8); (Black, Male, 55, 16)"
28837,02/13/2021,15,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 31)","(White, Male, 23, 1); (White, Male, 26, 4); (Asian, Male, 37, 10)"
28838,02/13/2021,20,23508,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Male, 31)","(White, Male, 25, 2); (White, Male, 27, 4); (Unknown, Male, 31, )"
28840,02/14/2021,1,23518,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 55)","(White, Male, 23, 2); (White, Male, 43, 13)"
28844,02/14/2021,13,23523,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 33)","(White, Male, 31, 3); (White, Male, 27, 4); (Black, Male, 31, 6)"
28882,02/21/2021,19,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 36)","(White, Male, 44, 13); (Black, Male, 58, 22); (Unknown, Male, 40, 10)"
