Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,IV,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (IV),,,,,,,1800-2359,Stolen Vehicle,ROLLING STOLEN *H,,,December,,,918631,North Precinct,7,,864530016,403418,White,Male,Yes,37,864933434,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (IV),,,,,,,1800-2359,Stolen Vehicle,ROLLING STOLEN *H,,,December,,,471290,North Precinct,11,,864530016,403418,White,Male,Yes,37,864933434,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,No,February,,,259169,Transit (PPB Only),14,,118526329,586558,Black,Male,No,23,119112887,Active,Active,Active,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Assault,ASSAULT - WITH WEAPON *H,,,July,,,711211,Central Precinct,1,,572528223,619591,Hispanic,Male,Yes,57,573147814,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Assault,ASSAULT - WITH WEAPON *H,,,July,,,373581,Central Precinct,7,,572528223,619591,Hispanic,Male,Yes,57,573147814,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,April,,No weapon (unarmed),213461,East Precinct,2,,856527086,543444,White,Male,No,18,857070530,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,July,,,874031,North Precinct,2,,937557567,450945,Black,Male,No,34,938008512,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,January,,,1102751,Central Precinct,4,,932525747,3843499,Black,Male,Yes,37,936369246,Aggressive,,,,,,,,Dispatched,,Yes,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Robbery,ROBBERY - PRIORITY *H,,,November,,,571001,Central Precinct,5,,605549093,137195,Black,Male,No,51,605686288,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,March,,,1100751,TOD,8,,615536444,384379,Hispanic,Male,No,23,615920823,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,March,,,1065150,TOD,12,,615536444,384379,Hispanic,Male,No,23,615920823,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,March,,,614899,TOD,24,,615536444,384379,Hispanic,Male,No,23,615920823,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,April,,No weapon (unarmed),1027551,East Precinct,8,,124526829,348660,White,Male,Yes,38,124875489,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,,717111,East Precinct,1,,703527614,3935656,Black,Male,Yes,27,707463270,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,,213461,East Precinct,2,,703527614,3935656,Black,Male,Yes,27,707463270,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,,351681,East Precinct,6,,703527614,3935656,Black,Male,Yes,27,707463270,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,,354481,East Precinct,9,,703527614,3935656,Black,Male,Yes,27,707463270,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Area/Premise Check,PREMISE CHECK,,No,September,,No weapon (unarmed),784419,K9,15,,589518573,579231,White,Male,Yes,36,590097804,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Burglary,BURGLARY - PRIORITY *H,,Unclear,September,,No weapon (unarmed),1010941,North Precinct,2,,586518573,602321,White,Male,Yes,27,587120894,Active,,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),690111,East Precinct,4,,707558364,3816569,White,Male,Yes,39,711374933,Active,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,July,,No weapon (unarmed),176260,Central Precinct,11,,756528055,624231,White,Male,No,25,757152286,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,,,June,,,751121,East Precinct,1,,703527614,3935656,Black,Male,Yes,27,707463270,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Alarm,ALARM - AUDIBLE / MONITORED - PRIORITY,,,July,,,786720,North Precinct,15,,841528146,277746,White,Male,No,53,841805892,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Assist,ASSIST - CITIZEN OR AGENCY,,,November,,,438291,Central Precinct,3,,69558938,4179419,White,Male,No,40,73738357,Passive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Collision,ACCIDENT - HIT & RUN - PRIORITY,,,June,,,509589,East Precinct,22,,641527794,573010,White,Male,No,23,642100804,Passive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,,April,,,216161,East Precinct,2,,414537052,4032942,Black,Male,Yes,53,418569994,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Disturbance,DISTURBANCE - WITH WEAPON *H,,,April,,,351681,East Precinct,7,,414537052,4032942,Black,Male,Yes,53,418569994,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),741820,Central Precinct,12,,347527001,354102,White,Male,No,46,347881103,Passive,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),741820,Central Precinct,12,,347527001,287792,White,Male,Unknown,45,347814793,Passive,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),942039,East Precinct,19,,347527001,354102,White,Male,No,46,347881103,Passive,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,July,,No weapon (unarmed),967940,North Precinct,10,,32528148,572582,Black,Male,Yes,26,33100730,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,June,,No weapon (unarmed),387978,North Precinct,26,,282547600,4014248,Native American,Male,Yes,51,286561848,Active,,,,,,,,Dispatched,Yes,,,2020,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1800-2359,Burglary,BURGLARY - PRIORITY *H,,,October,,No weapon (unarmed),736119,Central Precinct,18,,271519160,440185,White,Male,Yes,34,271959345,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),275971,Central Precinct,2,,644538784,326652,White,Male,No,39,644865436,Active,,,,,,,,Dispatched,,,,2019,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,,,,,,1800-2359,Stolen Vehicle,ROLLING STOLEN *H,,,December,,,747119,North Precinct,20,,864530016,403418,White,Male,Yes,37,864933434,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2018,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,,,PFA,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,November,,,751522,EAST,3,,725578565,505874,Hispanic,Male,No,33,726084439,Active,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2023,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,PFA,,,,,,,1800-2359,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,October,,,275971,Central Precinct,3,,381548771,3668065,Asian,Male,No,18,385216836,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,PFA,,,,,,,1800-2359,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,October,,,703211,Central Precinct,3,,381548771,3668065,Asian,Male,No,18,385216836,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Sunday,,,,PFA,PFA,,,,,,,1800-2359,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,October,,,806220,Central Precinct,13,,381548771,3668065,Asian,Male,No,18,385216836,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,IV,Arrest-Felony,Sunday,,,,PIT - VIS,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,January,,No weapon (unarmed),1117448,East Precinct,23,,301525910,441815,White,Male,Yes,28,301967725,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,April,,No weapon (unarmed),581701,Detectives,10,,525573693,317068,White,Male,Yes,52,525890761,Active,,,,,,,,Self-Initiated,,,,2022,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,April,,No weapon (unarmed),944039,Detectives,23,,525573693,317068,White,Male,Yes,52,525890761,Active,,,,,,,,Self-Initiated,,,,2022,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Escape/Pursuit,ELUDE - NOT IN PURSUIT,,,April,,No weapon (unarmed),751522,EAST,3,,294576590,1991164,Hispanic,Male,No,23,296567754,Active,,,,,,,,Self-Initiated,Yes,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,February,,,867231,East Precinct,3,Garden Hose,929556217,742400,White,Male,Yes,39,930298617,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),555502,East Precinct,1,,914558147,3677117,White,Male,Yes,22,918235264,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),386281,East Precinct,3,,914558147,3677117,White,Male,Yes,22,918235264,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - COLD,,,January,,No weapon (unarmed),703211,CENTRAL,5,,332575681,1953353,Black,Male,No,63,334529034,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - COLD,,,January,,No weapon (unarmed),571001,CENTRAL,7,,332575681,1953353,Black,Male,No,63,334529034,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Assist,FIRE RELATED,,,December,,No weapon (unarmed),673211,Central Precinct,4,,699559074,156116,White,Male,Yes,52,699715190,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Assist,FIRE RELATED,,,December,,No weapon (unarmed),794221,Central Precinct,4,,699559074,156116,White,Male,Yes,52,699715190,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),1090651,East Precinct,7,,307529460,379271,White,Male,No,43,307908731,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Restraining Order Violation,RESTRAINING ORDER VIOLATION - COLD,,,December,,,276171,East Precinct,4,,689559074,4186947,White,Male,No,26,693746021,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Restraining Order Violation,RESTRAINING ORDER VIOLATION - COLD,,,December,,,1099151,East Precinct,4,,689559074,4186947,White,Male,No,26,693746021,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Robbery,ROBBERY - PRIORITY *H,,,November,,No weapon (unarmed),430191,Central Precinct,3,,533549163,4157073,Asian,Male,Yes,33,537706236,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),438291,Central Precinct,2,,408545811,4005140,Native American,Female,Yes,18,412550951,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,,No weapon (unarmed),843231,Central Precinct,2,,408545811,4005140,Native American,Female,Yes,18,412550951,Active,,,,,,,,Dispatched,,,,2020,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Other,DETAIL,Knife / Edged Weapon / Stabbing Instrument,,August,Needle / Spit / Bodily Fluids,,606600,East Precinct,11,,425518482,432839,Black,Female,No,37,425951321,Active,,,,,,,,Self-Initiated,,Yes,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Other,DETAIL,Knife / Edged Weapon / Stabbing Instrument,,August,Needle / Spit / Bodily Fluids,,985038,East Precinct,24,,425518482,432839,Black,Female,No,37,425951321,Active,,,,,,,,Self-Initiated,,Yes,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,September,,No weapon (unarmed),794221,Central Precinct,4,,769558225,475188,Black,Male,No,34,770033413,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,September,,No weapon (unarmed),186960,Central Precinct,16,,769558225,475188,Black,Male,No,34,770033413,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,,,August,,No weapon (unarmed),1108351,CENTRAL,4,,70577868,4324333,White,Male,Yes,62,74902201,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,,,August,,No weapon (unarmed),233271,CENTRAL,5,,70577868,4324333,White,Male,Yes,62,74902201,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Harassment,HARASSMENT,,,August,Needle / Spit / Bodily Fluids,,384081,Central Precinct,2,,488528412,3694139,White,Female,Yes,36,492222551,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Stolen Vehicle,VEHICLE STOLEN - COLD,,,April,,No weapon (unarmed),703211,North Precinct,0,,563527093,390945,White,Female,No,42,563918038,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Stolen Vehicle,VEHICLE STOLEN - COLD,,,April,,No weapon (unarmed),435090,North Precinct,12,,563527093,390945,White,Female,No,42,563918038,Active,,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,February,,No weapon (unarmed),514689,East Precinct,16,,747546225,602681,White,Female,No,23,748148906,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - PRIORITY,,Yes,June,,No weapon (unarmed),937241,East Precinct,3,,784557215,292942,White,Female,No,34,784850157,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Theft,THEFT - PRIORITY,,Yes,June,,No weapon (unarmed),927141,East Precinct,4,,784557215,292942,White,Female,No,34,784850157,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,August,,,139662,CENTRAL,2,,294577740,4341523,Black,Male,Yes,42,298919263,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,August,,,1046552,CENTRAL,3,,294577740,4341523,Black,Male,Yes,42,298919263,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,August,,,233271,CENTRAL,5,,294577740,4341523,Black,Male,Yes,42,298919263,Active,,,,,,,,Dispatched,,,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),669512,NORTH,3,,358578931,4283546,White,Female,No,36,362862477,Active,,,,,,,,Dispatched,,Yes,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,No weapon (unarmed),131662,East Precinct,1,,713568395,339412,White,Male,No,52,713907807,Active,,,,,,,,Dispatched,,Yes,,2022,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,Control Against Resistance,,,,,0600-1159,Theft,THEFT - PRIORITY,,,May,,No weapon (unarmed),703211,CENTRAL,5,,742577075,4303351,White,Male,Yes,26,746880426,Active,Active,,,,,,,Dispatched,,Yes,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,,,Control Against Resistance,,,,,0600-1159,Theft,THEFT - PRIORITY,,,May,,No weapon (unarmed),1088151,CENTRAL,6,,742577075,4303351,White,Male,Yes,26,746880426,Active,Active,,,,,,,Dispatched,,Yes,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,0600-1159,Threat,THREAT - WITH WEAPON *H,,,August,,,327581,Central Precinct,6,,448557792,4155942,White,Male,No,23,452713734,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,No weapon (unarmed),902731,East Precinct,5,,713568395,339412,White,Male,No,52,713907807,Active,Aggressive,,,,,,,Dispatched,,Yes,,2022,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,0600-1159,Threat,THREAT - WITH WEAPON *H,,,August,,,588301,Central Precinct,3,,448557792,4155942,White,Male,No,23,452713734,Active,Aggressive,Aggressive,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Takedown (IV),,,,,,1800-2359,TriMet,TRIMET INCIDENT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,No,February,,,971440,Transit (PPB Only),11,,118526329,586558,Black,Male,No,23,119112887,Active,Active,Active,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Hobble,,,,,,,1200-1759,Other,DETAIL,,No,August,Needle / Spit / Bodily Fluids,,789020,East Precinct,12,,425518482,432839,Black,Female,No,37,425951321,Active,Active,,,,,,,Self-Initiated,,Yes,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Resisted HC,,,,,,,1800-2359,Stolen Vehicle,VEHICLE STOLEN - COLD,,,April,,No weapon (unarmed),1081450,North Precinct,9,,563527093,390945,White,Female,No,42,563918038,Active,Active,,,,,,,Dispatched,,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Takedown,,,,,,,0600-1159,Suspicious,SUSPICIOUS - PRIORITY,,No,December,,No weapon (unarmed),795518,Central Precinct,28,,738519755,502959,White,Female,Yes,36,739022714,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Takedown,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - COLD,,Yes,September,,No weapon (unarmed),265570,Central Precinct,16,,531518833,1984803,White,Female,Yes,32,533503636,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (IV),Control Against Resistance,,,,,,1800-2359,Harassment,HARASSMENT,,,August,,No weapon (unarmed),678310,Central Precinct,10,,488528412,3694139,White,Female,Yes,36,492222551,Active,Aggressive,Aggressive,,,,,,Dispatched,Yes,,,2018,1,1
,IV,Arrest-Felony,Sunday,,,,Takedown,,,,,,,,1800-2359,Assault,ASSAULT - PRIORITY,,,October,,No weapon (unarmed),742219,North Precinct,15,,827519166,1833148,Black,Female,Yes,17,829352314,Aggressive,,,,,,,,Dispatched,Yes,,,2017,1,1
,IV,Arrest-Felony,Sunday,,,,Takedown (IV),,,Resisted HC,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),204762,NORTH,1,,358578931,4283546,White,Female,No,36,362862477,Active,Active,,,,,,,Dispatched,,Yes,,2023,1,1
,IV,Arrest-Felony,Sunday,,,,Takedown (IV),,,Resisted HC,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),910631,NORTH,12,,358578931,4283546,White,Female,No,36,362862477,Active,Active,,,,,,,Dispatched,,Yes,,2023,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,Control Against Resistance,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,May,,,349281,East Precinct,3,,373556921,604497,Black,Male,No,22,374161418,Active,,,,,,,,Dispatched,,,,2021,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Shots Fired,SHOTS FIRED,,,August,,,1119551,,11,,550558013,305498,White,Male,No,65,550863511,Aggressive,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Shots Fired,SHOTS FIRED,,,August,,,905331,Central Precinct,3,,550558013,305498,White,Male,No,65,550863511,Aggressive,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Shots Fired,SHOTS FIRED,,,August,,,998341,Central Precinct,3,,550558013,305498,White,Male,No,65,550863511,Aggressive,,,,,,,,Self-Initiated,,,,2021,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,902731,East Precinct,1,,143536539,574196,White,Male,No,26,144110735,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2019,1,1
,IV,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,594801,East Precinct,5,,143536539,574196,White,Male,No,26,144110735,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2019,1,1
