Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
263258955: 20172881456,10/15/2017 12:00:00 AM,111 SANDRA MURAIDA WAY,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110546,10070439,9,12,TRAVIS COUNTY,"78703(30.291285, -97.763975)"
459497549: 2017181392,01/18/2017 12:00:00 AM,11001 S 1ST ST,M,W,empty hand defensive resistance,MINOR INJURY,3096108,10025678,5,24.07,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
254740784: 20172061236,07/25/2017 12:00:00 AM,700 BLOCK RED RIVER ST,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116231,10070731,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
231735685: 20173030131,10/30/2017 12:00:00 AM,N IH 35 SVRD SB / E 32ND ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120237,10078616,9,4.01,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459596128: 20172810192,10/08/2017 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459603293: 20173020271,10/29/2017 12:00:00 AM,414 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115646,10070479,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459558635: 20171731123,06/22/2017 12:00:00 AM,2316 ROCKRIDGE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109952,10039996,2,24.27,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
407634261: 20171862468,07/05/2017 12:00:00 AM,2201 WILLOW CREEK DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3118746,10057154,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
76087656: 2017631557,03/04/2017 12:00:00 AM,E ST ELMO RD / WOODWARD ST,F,W,passive resistance,NO COMPLAINT OF INJURY/PAIN,3113377,10049689,2,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
1088734: 2017500123,02/19/2017 12:00:00 AM,401 E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115439,10070324,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
185337039: 20173011748,10/28/2017 12:00:00 AM,9704 KENDAL DR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3135259,10103061,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
191299928: 20173541357,12/20/2017 12:00:00 AM,4500 BLOCK MANCHACA RD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3099608,10055812,5,17.12,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
186786268: 20172640946,09/21/2017 12:00:00 AM,2000 E BEN WHITE BLVD EB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114363,10051880,2,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459190479: 2017552162,02/24/2017 12:00:00 AM,11105 PTARMIGAN DR,M,W,empty hand defensive resistance,MINOR INJURY,3125357,10114577,4,18.43,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
204080724: 20176900148,04/12/2017 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
89194871: 20172810516,10/08/2017 12:00:00 AM,3154 E SH 71 EB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3146534,10047586,2,23.19,TRAVIS COUNTY,"78617(30.157123, -97.611102)"
373754067: 20173270672,11/23/2017 12:00:00 AM,1515 GROVE BLVD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126360,10057548,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
170134609: 201711530,01/01/2017 12:00:00 AM,1034 CLAYTON LN,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3126341,10089763,1,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
207424907: 20173570103,12/23/2017 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459114965: 2017360089,02/05/2017 12:00:00 AM,1120 S LAMAR BLVD,M,H,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3107907,10066139,5,13.03,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
1134743: 20172310233,08/19/2017 12:00:00 AM,611 NECHES ST,,,,NO COMPLAINT OF INJURY/PAIN,3115916,10070553,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5012409: 20172601117,09/17/2017 12:00:00 AM,12221 N MOPAC EXPY SVRD NB,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3124635,10124175,7,18.5,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459366884: 20173081808,11/04/2017 12:00:00 AM,6201 SNEED CV,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3108421,10043651,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
211288360: 20171081534,04/18/2017 12:00:00 AM,1700 SPRINGDALE RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3132649,10076780,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459333054: 20172880380,10/15/2017 12:00:00 AM,2700 BLOCK NUECES ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3113981,10079478,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459205823: 20173440759,12/10/2017 12:00:00 AM,1601 HASKELL ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118445,10065314,3,10,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
313328084: 20173530111,12/19/2017 12:00:00 AM,400 E 6TH ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
308023090: 20173400962,12/06/2017 12:00:00 AM,8201 N LAMAR BLVD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3124479,10101091,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459405152: 20172741572,10/01/2017 12:00:00 AM,9802 MEADOWHEATH DR,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3098650,10140116,6,204.08,WILLIAMSON COUNTY,"78729(30.454447, -97.767067)"
208668621: 2017941839,04/04/2017 12:00:00 AM,W 9TH ST / GUADALUPE ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3113513,10072100,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
218694195: 20171931107,07/12/2017 12:00:00 AM,BENNETT AVE / E ST JOHNS AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127162,10093997,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
293212306: 20172470138,09/04/2017 12:00:00 AM,11402 ROBERT WOODING DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3088149,10027945,5,17.72,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459569696: 20172040051,07/22/2017 12:00:00 AM,1100 INLAND GREENS,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125238,10105987,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
181404116: 20172590173,09/16/2017 12:00:00 AM,6509 BERKMAN DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130679,10089486,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459567044: 20171970028,07/16/2017 12:00:00 AM,317 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115265,10070399,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459558917: 20171740841,06/23/2017 12:00:00 AM,3500 WEBBERVILLE RD,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125897,10072042,1,8.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
288692305: 20172370088,08/25/2017 12:00:00 AM,409 E 6TH ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115534,10070296,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459404512: 201790089,01/09/2017 12:00:00 AM,403 E 6TH ST,M,W,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115468,10070315,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
297030244: 20172620683,09/19/2017 12:00:00 AM,8545 N LAMAR BLVD,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125792,10102245,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459623214: 20173621083,12/28/2017 12:00:00 AM,2200 S LAKESHORE BLVD,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120669,10062547,9,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
5042727: 20173350686,12/01/2017 12:00:00 AM,628 E OLTORF ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112595,10059444,9,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459610299: 20173230937,11/19/2017 12:00:00 AM,5311 REGENCY DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3140419,10078796,1,22.08,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
297010474: 20171061076,04/16/2017 12:00:00 AM,400 GROVE BLVD,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3127604,10062111,3,23.17,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
458842543: 20172741256,10/01/2017 12:00:00 AM,800 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117076,10069949,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459603268: 20173010179,10/28/2017 12:00:00 AM,407 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115501,10070307,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459574420: 20173540061,12/20/2017 12:00:00 AM,1515 WICKERSHAM LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122306,10058898,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459533946: 20171100032,04/20/2017 12:00:00 AM,2500 E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3120704,10059019,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459505396: 2017421930,02/11/2017 12:00:00 AM,2707 S IH 35 SVRD NB,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114497,10056575,3,23.07,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459552443: 20171571399,06/06/2017 12:00:00 AM,10225 RESEARCH BLVD SVRD NB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3112289,10116893,7,17.53,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
459429637: 20172570086,09/14/2017 12:00:00 AM,9010 GALEWOOD DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122208,10107272,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
54985409: 20171641729,06/13/2017 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3110718,10052849,3,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
378667273: 20172161956,08/04/2017 12:00:00 AM,2508 E RIVERSIDE DR,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3120958,10059176,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459569703: 20172040133,07/23/2017 12:00:00 AM,325 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3115339,10070350,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459600971: 20172940936,10/21/2017 12:00:00 AM,2201 NORTH SHIELDS DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128327,10127737,7,18.48,TRAVIS COUNTY,"78727(30.426879, -97.713462)"
1130481: 20172180097,08/06/2017 12:00:00 AM,300 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458770057: 20171451647,05/25/2017 12:00:00 AM,300 PECAN DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3127805,10101612,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
174329302: 20171991326,07/18/2017 12:00:00 AM,3232 E MARTIN LUTHER KING JR BLVD,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3127014,10076574,1,21.09,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
356655744: 2017450253,02/14/2017 12:00:00 AM,4413 SPEEDWAY,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3118552,10085480,9,3.02,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
459221151: 20171791863,06/28/2017 12:00:00 AM,2324 GUADALUPE ST,M,W,PREPARATORY RESISTANCE,MINOR INJURY,3114449,10077672,9,6.04,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459596130: 20172810137,10/08/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
199164862: 20171390209,05/19/2017 12:00:00 AM,2600 BLOCK GUADALUPE ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114433,10079001,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
288837752: 20172290209,08/17/2017 12:00:00 AM,2400 ROCKRIDGE DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3110358,10039822,2,24.27,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
118887036: 20172300935,08/18/2017 12:00:00 AM,8900 N LAMAR BLVD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126923,10103871,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
184952603: 20172871864,10/14/2017 12:00:00 AM,3001 MONTOPOLIS DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124788,10051042,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459578741: 20173430781,12/09/2017 12:00:00 AM,2700 E 7TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3124328,10068358,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459573259: 20172130111,08/01/2017 12:00:00 AM,300 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
270205534: 20171941819,07/13/2017 12:00:00 AM,1100 BLOCK ASH CV,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3136618,10110097,1,18.32,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
119277533: 20172030127,07/22/2017 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458832249: 20172420723,08/30/2017 12:00:00 AM,5303 NUCKOLS CROSSING RD,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116260,10043416,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459234964: 20172411600,08/29/2017 12:00:00 AM,701 CONGRESS AVE,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114566,10071118,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
337124725: 20173270127,11/23/2017 12:00:00 AM,401 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115439,10070324,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
184747220: 20171760680,06/25/2017 12:00:00 AM,9329 NORTHGATE BLVD,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3122378,10109154,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
167516110: 20172180573,08/06/2017 12:00:00 AM,12425 MELLOW MEADOW DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3095852,10139534,6,204.05,WILLIAMSON COUNTY,"78750(30.433237, -97.800431)"
51056547: 20172741517,10/01/2017 12:00:00 AM,12625 N IH 35 SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3135188,10122698,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459171109: 20171140200,04/24/2017 12:00:00 AM,4107 S CAPITAL OF TEXAS HWY SVRD NB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3097235,10058904,5,19.01,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
185278247: 20173280890,11/24/2017 12:00:00 AM,700 E 7TH ST,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116612,10070581,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459625033: 20173450584,12/11/2017 12:00:00 AM,4100 S LAMAR BLVD NB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3098636,10058658,5,20.04,TRAVIS COUNTY,"78735(30.256502, -97.858036)"
204149070: 20172000563,07/19/2017 12:00:00 AM,9100 WATERFORD CENTRE BLVD,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117292,10110324,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
288764769: 20176900517,10/02/2017 12:00:00 AM,1071 SPRINGDALE RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3130664,10072597,3,21.1,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459588245: 20172630618,09/20/2017 12:00:00 AM,7000 METROPOLIS DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3126957,10048499,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
1130260: 20172180097,08/06/2017 12:00:00 AM,300 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
384044766: 20173040673,10/31/2017 12:00:00 AM,1600 BLOCK SINGLETON AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123051,10074483,1,8.03,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
27132272: 20172840999,10/11/2017 12:00:00 AM,8700 N LAMAR BLVD,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3126207,10103009,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459582395: 20172410038,08/29/2017 12:00:00 AM,10507 MELLOW MEADOWS,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3094954,10140187,6,204.03,WILLIAMSON COUNTY,"78750(30.433237, -97.800431)"
208667664: 20173210880,11/17/2017 12:00:00 AM,MONTOPOLIS DR / SANTOS ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127832,10056776,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459555250: 20171701631,06/19/2017 12:00:00 AM,1900 S PLEASANT VALLEY RD,M,H,passive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3121279,10059145,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459461025: 2017340132,02/03/2017 12:00:00 AM,2717 S LAMAR BLVD,F,W,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3102594,10061507,5,20.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
1147498: 20173520861,12/18/2017 12:00:00 AM,2205 E RIVERSIDE DR,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119495,10060353,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459245724: 20171501605,05/30/2017 12:00:00 AM,1300 CROSSING PL,M,W,mixed,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123924,10059981,3,23.17,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459197273: 20172400277,08/28/2017 12:00:00 AM,7114 N IH 35 SVRD SB,M,A,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125687,10094562,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
33130778: 20171750034,06/24/2017 12:00:00 AM,1100 CHICON ST,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3121313,10070312,1,8.04,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459471161: 20172490243,09/06/2017 12:00:00 AM,11724 RESEARCH BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111524,10125951,10,25,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
1085471: 2017150141,01/15/2017 12:00:00 AM,300 BLOCK E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
133891274: 20171980962,07/17/2017 12:00:00 AM,14028 N US 183 HWY SVRD SB,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3093585,10146428,6,203.18,WILLIAMSON COUNTY,"78613(30.503628, -97.824803)"
459450635: 2017121840,01/12/2017 12:00:00 AM,1120 W PARMER LN,M,W,verbal resistance/aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3133119,10122189,7,18.48,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459322555: 20172590230,09/16/2017 12:00:00 AM,E 7TH ST / NECHES ST,M,A,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115857,10070656,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459505382: 2017421173,02/11/2017 12:00:00 AM,1500 E CESAR CHAVEZ ST,F,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3118636,10067541,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
165042334: 2017400149,02/09/2017 12:00:00 AM,400 E 6TH ST,M,H,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459621942: 20173580022,12/24/2017 12:00:00 AM,2124 BURTON DR,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3117532,10057630,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459121234: 20173440204,12/10/2017 12:00:00 AM,408 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115586,10070497,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
95950463: 20172811661,10/08/2017 12:00:00 AM,700 N IH 35 SVRD SB,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116878,10070401,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459400671: 2017521098,02/21/2017 12:00:00 AM,9600 POINT VISTA PL,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3134288,10103133,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459282013: 2017511602,02/20/2017 12:00:00 AM,607 CANYON RIDGE DR,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3134840,10120380,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459577337: 20173381370,12/04/2017 12:00:00 AM,E OLTORF ST / PARKER LN,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116482,10057798,3,23.07,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459574420: 20172150241,08/03/2017 12:00:00 AM,1818 BLOCK E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118993,10061588,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
458958821: 20171881889,07/07/2017 12:00:00 AM,1801 E 51ST ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3127952,10083340,9,3.06,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
1133358: 20172320205,08/20/2017 12:00:00 AM,218 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115043,10070649,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459557375: 20171710188,06/20/2017 12:00:00 AM,200 W DITTMAR RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3102538,10039688,2,24.22,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459552993: 20171581615,06/07/2017 12:00:00 AM,900 W RIVERSIDE DR,M,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111221,10068758,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459076887: 20171870222,07/06/2017 12:00:00 AM,2552 GUADALUPE ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114505,10078804,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459007915: 20173101687,11/06/2017 12:00:00 AM,2336 S CONGRESS AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111149,10060182,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459314165: 20172231859,08/11/2017 12:00:00 AM,200 E 7TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3114883,10070974,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458936084: 20171041618,04/14/2017 12:00:00 AM,300 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459358643: 20173481427,12/14/2017 12:00:00 AM,5219 TAHOE TRL,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3095282,10054370,5,17.12,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
309724319: 2017541322,02/23/2017 12:00:00 AM,5516 N LAMAR BLVD,F,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3118404,10091065,7,2.05,TRAVIS COUNTY,"78756(30.321553, -97.740236)"
