Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
459153054: 20182000300,07/19/2018 12:00:00 AM,5800 REICHER DR,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3134744,10084280,1,78723,21.07,TRAVIS COUNTY
459430498: 20182000656,07/19/2018 12:00:00 AM,1600 PAYTON GIN RD,F,U,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122587,10105986,4,78758,-,TRAVIS COUNTY
458864875: 20182001428,07/19/2018 12:00:00 AM,2707 S IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114497,10056575,3,78741,23.07,TRAVIS COUNTY
5004132: 20182001042,07/19/2018 12:00:00 AM,1919 S PLEASANT VALLEY RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3121139,10058528,3,78741,-,TRAVIS COUNTY
178913856: 20181990999,07/18/2018 12:00:00 AM,651 N PLEASANT VALLEY RD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125090,10067737,3,78702,-,TRAVIS COUNTY
384044650: 20181990943,07/18/2018 12:00:00 AM,400 W CROSLIN ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3123676,10096613,4,78752,18.04,TRAVIS COUNTY
85067208: 20181990079,07/18/2018 12:00:00 AM,4911 S IH 35 SVRD NB,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110342,10048148,2,78744,24.11,TRAVIS COUNTY
459585156: 20181991837,07/18/2018 12:00:00 AM,400 E 7TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115569,10070773,9,78701,-,TRAVIS COUNTY
94570306: 20181991830,07/18/2018 12:00:00 AM,1700 TERI RD,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110784,10047817,2,78744,24.11,TRAVIS COUNTY
459385008: 20181980096,07/17/2018 12:00:00 AM,1700 BLOCK MONTOPOLIS DR,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127428,10056202,3,78741,23.18,TRAVIS COUNTY
459695606: 20181980908,07/17/2018 12:00:00 AM,13100 BLOCK N US 183 HWY SVRD NB,M,B,PASSIVE RESISTANCE,MINOR INJURY,3100773,10133358,6,78729,204.06,WILLIAMSON COUNTY
17173236: 20181981102,07/17/2018 12:00:00 AM,9414 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127650,10106327,4,78758,-,TRAVIS COUNTY
459653216: 20181981183,07/17/2018 12:00:00 AM,1108 WARRINGTON DR,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3134367,10105741,4,78753,18.33,TRAVIS COUNTY
458842543: 20181981195,07/17/2018 12:00:00 AM,500 N IH 35 SVRD NB,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116986,10069761,7,78753,-,TRAVIS COUNTY
458827473: 20181980616,07/17/2018 12:00:00 AM,115 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3114530,10070615,9,78701,-,TRAVIS COUNTY
152831624: 20181981401,07/17/2018 12:00:00 AM,9414 N LAMAR BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127650,10106327,4,78758,-,TRAVIS COUNTY
128254249: 20181981566,07/17/2018 12:00:00 AM,2336 DOUGLAS ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117763,10056344,3,78741,23.13,TRAVIS COUNTY
269684520: 20181971481,07/16/2018 12:00:00 AM,316 E 6TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3115313,10070574,9,78701,-,TRAVIS COUNTY
172557569: 20181970348,07/16/2018 12:00:00 AM,6603 N IH 35 SVRD NB,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3126380,10092414,4,78752,-,TRAVIS COUNTY
459695121: 20181971686,07/16/2018 12:00:00 AM,8000 W US 290 HWY,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3068306,10056145,8,78736,17.69,TRAVIS COUNTY
51250062: 20181971873,07/16/2018 12:00:00 AM,3524 GREYSTONE DR,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3111146,10103583,10,78731,17.52,TRAVIS COUNTY
174196336: 20181971853,07/16/2018 12:00:00 AM,11128 N IH 35 SVRD SB,M,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3133988,10110437,1,78753,18.23,TRAVIS COUNTY
87687641: 20181960242,07/15/2018 12:00:00 AM,2908 FRUTH ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114427,10080734,9,78705,-,TRAVIS COUNTY
197709: 20181961599,07/15/2018 12:00:00 AM,1601 ROYAL CREST DR,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118667,10060221,3,78741,-,TRAVIS COUNTY
459065587: 20181960366,07/15/2018 12:00:00 AM,1005 W 22ND ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3112322,10077008,9,78705,6.04,TRAVIS COUNTY
458918771: 20181961320,07/15/2018 12:00:00 AM,12315 SHROPSHIRE BLVD,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3141129,10116203,7,78753,18.39,TRAVIS COUNTY
459466674: 20181960674,07/15/2018 12:00:00 AM,6900 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129026,10054592,3,78741,23.12,TRAVIS COUNTY
459506920: 20181961455,07/15/2018 12:00:00 AM,E 7TH ST / RED RIVER ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116207,10070556,9,78701,-,TRAVIS COUNTY
459503322: 20181960242,07/15/2018 12:00:00 AM,2908 FRUTH ST,M,W,PREPARATORY RESISTANCE,MINOR INJURY,3114427,10080734,9,78705,-,TRAVIS COUNTY
458893065: 20181950251,07/14/2018 12:00:00 AM,E 5TH ST / TRINITY ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115315,10070073,9,78701,-,TRAVIS COUNTY
459694330: 20181950059,07/14/2018 12:00:00 AM,BILBROOK PL / ANGLETON CV,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3091770,10031326,5,78748,24.21,TRAVIS COUNTY
26217350: 20181951062,07/14/2018 12:00:00 AM,651 N PLEASANT VALLEY RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3125090,10067737,3,78702,-,TRAVIS COUNTY
459694320: 20181950251,07/14/2018 12:00:00 AM,E 5TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115315,10070073,9,78701,-,TRAVIS COUNTY
459299259: 20181950215,07/14/2018 12:00:00 AM,830 BASTROP HWY SB,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3132499,10057089,3,78741,-,TRAVIS COUNTY
459429559: 20181950165,07/14/2018 12:00:00 AM,12435 DESSAU RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3144155,10115385,1,78754,18.42,TRAVIS COUNTY
459096109: 20181950251,07/14/2018 12:00:00 AM,E 5TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115315,10070073,9,78701,-,TRAVIS COUNTY
165024500: 20181950138,07/14/2018 12:00:00 AM,600 W 6TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3112482,10071377,9,78701,-,TRAVIS COUNTY
290457032: 20181941285,07/13/2018 12:00:00 AM,1809 W RUNDBERG LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3122356,10108459,4,78758,18.2,TRAVIS COUNTY
5004425: 20181941374,07/13/2018 12:00:00 AM,6000 FM 969 RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3139063,10077907,1,78724,-,TRAVIS COUNTY
288622067: 20181940631,07/13/2018 12:00:00 AM,900 E CESAR CHAVEZ ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116738,10068297,3,78702,-,TRAVIS COUNTY
459693842: 20181930043,07/12/2018 12:00:00 AM,7000 DECKER LN,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3150865,10082058,1,78724,-,TRAVIS COUNTY
199491887: 20181931548,07/12/2018 12:00:00 AM,75 RAINEY ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115724,10067282,9,78701,-,TRAVIS COUNTY
294129469: 20181921817,07/11/2018 12:00:00 AM,101 COLORADO ST,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113537,10069213,9,78701,-,TRAVIS COUNTY
17445412: 20181920772,07/11/2018 12:00:00 AM,1830 W RUNDBERG LN,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3122270,10108763,4,78758,-,TRAVIS COUNTY
216274815: 20181910097,07/10/2018 12:00:00 AM,7000 DECKER LN,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3150865,10082058,1,78724,22.02,TRAVIS COUNTY
203817734: 20181911614,07/10/2018 12:00:00 AM,8129 VAILVIEW CV,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3094867,10115357,10,78750,17.16,TRAVIS COUNTY
296878467: 20185025959,07/10/2018 12:00:00 AM,9506 BEAR PAW TRL,M,H,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,3138723,10055048,2,78617,-,TRAVIS COUNTY
259719736: 20185026038,07/10/2018 12:00:00 AM,1520 RUTHERFORD LN,M,H,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,3133220,10096590,1,78754,-,TRAVIS COUNTY
459692791: 20181910580,07/10/2018 12:00:00 AM,11701 JOLLYVILLE RD,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3110201,10125753,10,78759,25,TRAVIS COUNTY
259719765: 20185026038,07/10/2018 12:00:00 AM,1520 RUTHERFORD LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133220,10096590,1,78754,-,TRAVIS COUNTY
381945110: 20181911847,07/10/2018 12:00:00 AM,CAMERON RD / E ANDERSON LN SVRD EB,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3131488,10094497,4,78752,-,TRAVIS COUNTY
333592067: 20181911561,07/10/2018 12:00:00 AM,S 1ST ST / W OLTORF ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109222,10061193,9,78704,-,TRAVIS COUNTY
459688847: 20181901345,07/09/2018 12:00:00 AM,7201 WOOD HOLLOW DR,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111009,10102787,10,78731,17.52,TRAVIS COUNTY
459372720: 20181901703,07/09/2018 12:00:00 AM,5900 E BEN WHITE BLVD EB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3123585,10050818,3,78741,23.13,TRAVIS COUNTY
288658447: 20181901212,07/09/2018 12:00:00 AM,2112 BRANDYWINE LN,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3127485,10125430,7,78727,18.48,TRAVIS COUNTY
459691935: 20181900067,07/09/2018 12:00:00 AM,400 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459692709: 20181901466,07/09/2018 12:00:00 AM,2100 WICKERSHAM LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121437,10057605,3,78741,23.14,TRAVIS COUNTY
170139577: 20181900495,07/09/2018 12:00:00 AM,81 RAINEY ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115794,10067518,9,78701,-,TRAVIS COUNTY
154077016: 20181901703,07/09/2018 12:00:00 AM,5900 E BEN WHITE BLVD EB,M,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3123585,10050818,3,78741,23.13,TRAVIS COUNTY
5572149: 20181900988,07/09/2018 12:00:00 AM,7601 N LAMAR BLVD NB,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3122746,10098591,4,78752,18.04,TRAVIS COUNTY
459691895: 20181890418,07/08/2018 12:00:00 AM,1400 WEST AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3112572,10074460,9,78701,-,TRAVIS COUNTY
459522277: 20181890474,07/08/2018 12:00:00 AM,8800 N IH 35 SVRD SB,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129362,10101733,4,78753,-,TRAVIS COUNTY
459597573: 20181891517,07/08/2018 12:00:00 AM,W 31ST HALF ST / GUADALUPE ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114644,10081748,9,78705,-,TRAVIS COUNTY
383385914: 20181890263,07/08/2018 12:00:00 AM,W 5TH ST / COLORADO ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113791,10070527,9,78701,-,TRAVIS COUNTY
459691896: 20181890190,07/08/2018 12:00:00 AM,MONTOPOLIS DR / E RIVERSIDE DR,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127106,10055361,3,78741,23.14,TRAVIS COUNTY
459691825: 20181880169,07/07/2018 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459691815: 20181880143,07/07/2018 12:00:00 AM,300 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,78701,-,TRAVIS COUNTY
1166243: 20181880143,07/07/2018 12:00:00 AM,300 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
360251719: 20181881560,07/07/2018 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3111061,10053193,3,78704,-,TRAVIS COUNTY
27068036: 20181871735,07/06/2018 12:00:00 AM,9435 MIDDLE FISKVILLE RD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3131617,10104066,4,78753,18.33,TRAVIS COUNTY
459690694: 20181860351,07/05/2018 12:00:00 AM,300 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
459404955: 20181862429,07/05/2018 12:00:00 AM,1030 NORWOOD PARK BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129996,10096983,4,78753,-,TRAVIS COUNTY
459252870: 20181860244,07/05/2018 12:00:00 AM,1600 WICKERSHAM LN,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3122229,10059265,3,78741,23.18,TRAVIS COUNTY
458812205: 20181862447,07/05/2018 12:00:00 AM,9024 NORTHGATE BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121526,10108096,4,78758,-,TRAVIS COUNTY
64422759: 20181850034,07/04/2018 12:00:00 AM,9010 GALEWOOD DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3122208,10107272,4,78758,-,TRAVIS COUNTY
459619649: 20181851364,07/04/2018 12:00:00 AM,2504 NEW YORK DR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123546,10073108,1,78702,8.02,TRAVIS COUNTY
459690467: 20181850229,07/04/2018 12:00:00 AM,10212 CRESCENDO LN,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3108721,10024002,2,78747,24.28,TRAVIS COUNTY
459098498: 20181850183,07/04/2018 12:00:00 AM,217 W 4TH ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3113420,10070177,9,78701,-,TRAVIS COUNTY
459019224: 20181850183,07/04/2018 12:00:00 AM,217 W 4TH ST,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3113420,10070177,9,78701,-,TRAVIS COUNTY
459690689: 20181852097,07/04/2018 12:00:00 AM,W SLAUGHTER LN / MANCHACA RD,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3089544,10035866,5,78748,-,TRAVIS COUNTY
126681514: 20181850002,07/04/2018 12:00:00 AM,400 E 5TH ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3115356,10070087,9,78701,-,TRAVIS COUNTY
133497733: 20181841545,07/03/2018 12:00:00 AM,5330 N IH 35 SVRD SB,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124538,10087177,4,78751,-,TRAVIS COUNTY
459689933: 20181840137,07/03/2018 12:00:00 AM,600 TRINITY ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115403,10070458,9,78701,-,TRAVIS COUNTY
459589029: 20181841397,07/03/2018 12:00:00 AM,1088 PARK PLZ,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3131784,10100561,4,78753,-,TRAVIS COUNTY
94896564: 20181841837,07/03/2018 12:00:00 AM,814 E RUNDBERG LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131269,10103817,4,78753,-,TRAVIS COUNTY
333579046: 20181840431,07/03/2018 12:00:00 AM,1100 BLOCK WEBBERVILLE RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131417,10074231,1,78721,21.09,TRAVIS COUNTY
459689932: 20181840137,07/03/2018 12:00:00 AM,600 TRINITY ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115403,10070458,9,78701,-,TRAVIS COUNTY
135272029: 20181840978,07/03/2018 12:00:00 AM,1700 WILLOW CREEK DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3119640,10059606,3,78741,-,TRAVIS COUNTY
459576338: 20181841794,07/03/2018 12:00:00 AM,900 S IH 35 SB,M,W,PASSIVE RESISTANCE,MINOR INJURY,3116817,10063349,9,78704,-,TRAVIS COUNTY
101123748: 20181840147,07/03/2018 12:00:00 AM,6540 ED BLUESTEIN BLVD SB,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3139540,10084367,1,78723,-,TRAVIS COUNTY
120127972: 20181831430,07/02/2018 12:00:00 AM,5321 DOWNS DR,F,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134518,10075183,1,78721,21.1,TRAVIS COUNTY
459405312: 20181830686,07/02/2018 12:00:00 AM,700 E 9TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116956,10071113,9,78701,-,TRAVIS COUNTY
119015597: 20181830729,07/02/2018 12:00:00 AM,1601 EVA ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111796,10063437,9,78704,13.05,TRAVIS COUNTY
459254010: 20181831718,07/02/2018 12:00:00 AM,2901 EMPLOYEE AVE,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3139383,10049496,2,78719,-,TRAVIS COUNTY
168901183: 20181831430,07/02/2018 12:00:00 AM,5321 DOWNS DR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134518,10075183,1,78721,21.1,TRAVIS COUNTY
459332877: 20181831430,07/02/2018 12:00:00 AM,5321 DOWNS DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3134518,10075183,1,78721,21.1,TRAVIS COUNTY
1165323: 20181820230,07/01/2018 12:00:00 AM,302 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
1165984: 20181820230,07/01/2018 12:00:00 AM,302 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
459018952: 20181821717,07/01/2018 12:00:00 AM,600 BRAZOS ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114727,10070664,9,78701,-,TRAVIS COUNTY
266928454: 20181820230,07/01/2018 12:00:00 AM,302 E 6TH ST,M,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
458979967: 20181820230,07/01/2018 12:00:00 AM,302 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
459689235: 20181810178,06/30/2018 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459689236: 20181810116,06/30/2018 12:00:00 AM,400 BLOCK E 6TH ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459413135: 20181811307,06/30/2018 12:00:00 AM,2320 CORTA ST,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3122252,10066802,3,78702,-,TRAVIS COUNTY
119144824: 20181811820,06/30/2018 12:00:00 AM,7000 BENNETT AVE,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3126832,10093498,4,78752,-,TRAVIS COUNTY
232653061: 20181800566,06/29/2018 12:00:00 AM,2701 E 7TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124305,10067892,3,78702,-,TRAVIS COUNTY
458988274: 20181801911,06/29/2018 12:00:00 AM,1936 E OLTORF ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117388,10057470,3,78741,-,TRAVIS COUNTY
459689210: 20181802042,06/29/2018 12:00:00 AM,3600 PRESIDENTAL BLVD,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3139553,10047361,,-,-,
459372720: 20181800241,06/29/2018 12:00:00 AM,S PLEASANT VALLEY RD / E STASSNEY LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3114345,10043804,2,78744,-,TRAVIS COUNTY
180686433: 20181801472,06/29/2018 12:00:00 AM,1647 RUTLAND DR,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3122927,10109415,4,78758,18.2,TRAVIS COUNTY
459579894: 20181791504,06/28/2018 12:00:00 AM,REGENCY DR / GARDEN VIEW DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3140711,10079329,1,78724,22.08,TRAVIS COUNTY
219353871: 20181790096,06/28/2018 12:00:00 AM,E 6TH ST / TRINITY ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3115415,10070416,9,78701,-,TRAVIS COUNTY
169083386: 20181790145,06/28/2018 12:00:00 AM,1601 MONTOPOLIS DR,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127800,10056391,3,78741,-,TRAVIS COUNTY
373622530: 20181790104,06/28/2018 12:00:00 AM,2207 JUSTIN LN,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3115680,10098647,7,78757,-,TRAVIS COUNTY
331284746: 20181791666,06/28/2018 12:00:00 AM,2601 W BRAKER LN,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3120574,10115353,7,78758,18.49,TRAVIS COUNTY
297021728: 20181791513,06/28/2018 12:00:00 AM,1500 FARO DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123697,10058703,3,78741,-,TRAVIS COUNTY
459659547: 20181790678,06/28/2018 12:00:00 AM,1509 NORTH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115055,10090777,7,78756,-,TRAVIS COUNTY
1165452: 20181781885,06/27/2018 12:00:00 AM,7311 DECKER LN,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3152094,10081416,1,78724,-,TRAVIS COUNTY
459670357: 20181771882,06/27/2018 12:00:00 AM,7114 N IH 35 SVRD SB,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3125687,10094562,4,78752,-,TRAVIS COUNTY
296026657: 20181781213,06/27/2018 12:00:00 AM,1600 E 2ND ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119053,10067719,3,78702,-,TRAVIS COUNTY
190906993: 20181780545,06/27/2018 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3115951,10070759,9,78701,-,TRAVIS COUNTY
458808869: 20181781849,06/27/2018 12:00:00 AM,2027 E CESAR CHAVEZ ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120847,10066592,3,78702,10,TRAVIS COUNTY
161092915: 20185024189,06/26/2018 12:00:00 AM,2302 DURWOOD ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3109822,10061144,9,78704,-,TRAVIS COUNTY
161088568: 20185024189,06/26/2018 12:00:00 AM,2302 DURWOOD ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109822,10061144,9,78704,-,TRAVIS COUNTY
297014843: 20181770036,06/26/2018 12:00:00 AM,1901 SHADY BROOK LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3129311,10084395,4,78723,-,TRAVIS COUNTY
255001443: 20181771647,06/26/2018 12:00:00 AM,8700 N LAMAR BLVD,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126207,10103009,4,78758,-,TRAVIS COUNTY
322766040: 20181760305,06/25/2018 12:00:00 AM,9300 S IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3100423,10033116,5,78748,-,TRAVIS COUNTY
204145029: 20181760980,06/25/2018 12:00:00 AM,1500 FARO DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3123697,10058703,3,78741,23.18,TRAVIS COUNTY
293210268: 20181761938,06/25/2018 12:00:00 AM,4700 E RIVERSIDE DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3122188,10058144,3,78741,23.18,TRAVIS COUNTY
459086135: 20181760187,06/25/2018 12:00:00 AM,175 ABIA WAY,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3138750,10047356,2,78719,-,TRAVIS COUNTY
459670357: 20181760692,06/25/2018 12:00:00 AM,907 E ST JOHNS AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126836,10094023,4,78752,-,TRAVIS COUNTY
